Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
GUIMJDCA,journalArticle,2022,"Arner, Lynn",The problem with parity: Women faculty and English doctoral programs in Canada,Women's Studies International Forum,,0277-5395,10.1016/j.wsif.2021.102531,https://www.sciencedirect.com/science/article/pii/S0277539521000947,"Featuring original data, this article examines an elaborate network of gendered patterns in the faculty labor pool for the twenty-two English doctoral programs in Canada. Although the gendered distributions seem to approach numerical parity, the more nuanced the analyses, the less equitable these distributions appear. When juxtaposed with Statistics Canada data on English doctoral recipients, such patterns betray unsettling structural inequities for women scholars. Women have earned over 60% of the English PhDs in Canada in the previous two decades, but these numbers have not materialized in the professoriat. Instead, a man with an English PhD has enjoyed a 50% greater chance than a similarly credentialed woman of garnering a tenure-track position, in departments both with and without doctoral programs. Women are more likely than men to teach in departments without PhD programs, to teach outside the tenure stream, and to be pushed out of academe altogether. Along with a constellation of frequently discussed impediments, one ubiquitous but unexamined logic understood to benefit women English PhD holders actually disadvantages them in competitions for tenure-track positions: the commonplace belief that numerical gender balance among tenure-track and tenured faculty in an English department constitutes parity. In practice, producing such gender balance not only fails to achieve equity in hiring but helps to facilitate the overhiring of men.",2022-01-01,2023-04-11 17:12:10,2023-04-11 17:12:10,,102531,,,90,,Women's Studies International Forum,,,,,,,,,,,,,,,,,,,,Academe; Adjuncts; Gender discrimination; Professoriat; Professors; Universities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMZAKHR,journalArticle,2022,"Kralj, Boris; O'Toole, Danielle; Vanstone, Meredith; Sweetman, Arthur",The gender earnings gap in medicine: Evidence from Canada,Health Policy,,0168-8510,10.1016/j.healthpol.2022.08.007,https://www.sciencedirect.com/science/article/pii/S016885102200224X,"Despite the gender gap in physician earnings being of concern to many in Canada, its existence is far from universally accepted and there are no studies covering all physicians/regions or addressing earnings rather than billings. This may explain the lack of serious consideration or remedial action by medical associations and governments in negotiations, or tariff and compensation processes. Our study employs 2016 Canadian Census data linked to Canada Revenue Agency taxation records. Rather than focusing on gross billings, we model physician net earnings (after overhead expenses and controlling for hours/weeks of work) including dividends from corporations. Using OLS, and unconditional quantile regression to document the gap across the earnings distribution, we observe that Canadian female physicians, on average, earn 9.3% less than their male counterparts. The average adjusted gap is slightly smaller for family physicians (8.5%) than other specialists (10.2%). Beyond averages, at the top of the income distribution the gap is double that at the median for both family physicians and other specialists. The gap also varies across provinces, from 6.6% in Quebec to 19.8% in Manitoba. Although our results yield somewhat smaller estimates than those from studies using billings/self-reported income, the magnitudes remain appreciable. The findings substantiate the claim that the gender pay gap in Canadian medicine is pervasive.",2022-10-01,2023-04-11 17:10:52,2023-04-11 17:10:52,,1002-1009,,10,126,,Health Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4PW8MVDJ,journalArticle,2022,"Kurnaz, Musab; Yip, Terry A.",The Canadian income taxation: Statistical analysis and parametric estimates,Canadian Journal of Economics/Revue canadienne d'économique,,1540-5982,10.1111/caje.12578,https://onlinelibrary.wiley.com/doi/abs/10.1111/caje.12578,"Using the administrative tax return database, we document the Canadian income and tax statistics in 2000 and in 2016 and compare them with those of the US. Also, we estimate parametric tax specifications used in applied macroeconomic and public finance studies. Although these specifications are, in general, good fits for average tax rates, their estimates yield large residuals for high-income earners. We introduce a new parametric tax specification, which fits the data well and captures the rates of high-income earners better than existing tax functions. The new specification can provide better quantitative analysis because most of the tax budget is financed by high-income earners.",2022,2023-04-11 17:10:33,2023-04-11 17:10:33,2023-04-11 17:10:33,272-311,,1,55,,,The Canadian income taxation,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/caje.12578,,C:\Users\Grant\Zotero\storage\MSG7SKYN\Kurnaz and Yip - 2022 - The Canadian income taxation Statistical analysis.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZS7LZPUK,journalArticle,2022,"Toombs, Elaine; Lund, Jessie; Mushquash, Aislin R.; Mushquash, Christopher J.",Predictors of Land-Based Activity Participation in a National Representative Sample of Indigenous Individuals Living Off-Reserve,International Journal of Environmental Research and Public Health,,1660-4601,10.3390/ijerph19138029,https://www.mdpi.com/1660-4601/19/13/8029,"This study examined data from the 2017 Aboriginal Peoples Survey to consider predictors of land-based activity engagement. We hypothesized that higher self-reported mental and physical health scores, an increased sense of cultural belonging, living in a rural community, and no prior individual or family history of residential school attendance would predict a higher frequency of land-based activity engagement among First Nations individuals living off-reserve. Results from linear regression analyses suggested that an increased sense of cultural belonging, being male, and living in a rural community with a population of less than 1000 people were significant predictors of the frequency of land-based activity engagement. With these preliminary findings, further research can explore how physical and mental health outcomes influence the frequency of land-based activity engagement, in addition to how community-specific indicators may promote higher frequency of these activities, particularly among First Nations individuals living off-reserve.",2022-01,2023-04-11 17:09:56,2023-04-11 17:09:56,2023-04-11 17:09:56,8029,,13,19,,,,,,,,,,en,http://creativecommons.org/licenses/by/3.0/,,,,www.mdpi.com,,Number: 13 Publisher: Multidisciplinary Digital Publishing Institute,,C:\Users\Grant\Zotero\storage\L54PPTDD\Toombs et al. - 2022 - Predictors of Land-Based Activity Participation in.pdf,,,public health; cultural treatment; First Nations health; Indigenous mental health; land-based treatment; population-level health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7BJYH6PY,journalArticle,2022,"Owais, Sawayra; Savoy, Calan D.; Hill, Troy; Lai, Jessica; Burack, Jacob A.; Van Lieshout, Ryan J.","Mental Health Challenges Among First Nations Adolescents Living Off-Reserve in Ontario, Canada",Child Psychiatry & Human Development,,1573-3327,10.1007/s10578-022-01333-8,https://doi.org/10.1007/s10578-022-01333-8,"Limited data exist on the mental health challenges facing First Nations adolescents and the factors that modify these difficulties. The current study compared levels of common mental health challenges among 112 off-reserve First Nations and 3334 non-First Nations adolescents (12–17 years old) and examined the impact of maternal psychological distress on these mental health challenges. First Nations adolescents self-reported higher symptoms of conduct, oppositional-defiant, attention-deficit hyperactivity, major depressive, social phobia, generalized anxiety, and separation anxiety disorders and all associations remained statistically significant after adjusting for covariates. Moderation analyses found that increasing levels of maternal distress were associated more strongly with symptoms of oppositional defiant, attention-deficit hyperactivity, major depressive, and generalized anxiety disorders in First Nations adolescents. Future work aimed at improving the mental health of First Nations youth that focus on supporting these adolescents, and their mothers in particular, could result in substantial benefits.",2022-02-24,2023-04-11 17:07:50,2023-04-11 17:07:50,2023-04-11 17:07:50,,,,,,Child Psychiatry Hum Dev,,,,,,,,en,,,,,Springer Link,,,,C:\Users\Grant\Zotero\storage\Z27RZRDP\Owais et al. - 2022 - Mental Health Challenges Among First Nations Adole.pdf,,,Canada; Adolescent; Indigenous peoples; Mental disorders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJBDHSTW,journalArticle,2023,"Toombs, Elaine; Lund, Jessie I.; Mushquash, Aislin R.; Mushquash, Christopher J.",Intergenerational residential school attendance and increased substance use among First Nation adults living off-reserve: An analysis of the aboriginal peoples survey 2017,Frontiers in Public Health,,2296-2565,10.3389/fpubh.2022.1029139,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9895934/,"Introduction The Truth and Reconciliation Commission of Canada (TRCC) published 94 Calls to Action in 2015 to address long-term, intergenerational effects of the residential school system, highlighting the pervasive impact of colonialism on the wellbeing of Indigenous peoples in Canada. Indeed, research with Indigenous populations in Canada has captured that prior experiences of residential schools contributes to the intergenerational transmission of mental and physical health disparities. Despite these studies, further research is needed that contextualizes the influence of residential schools within broader frameworks that consider Indigenous social determinants of health in Canada. As such, the purpose of the present study was to examine patterns of substance use and mental and physical health among individuals with a history of residential school attendance (RSA) and individuals reporting parent or two-generation (parent and grandparent) RSA. Method Data from the Aboriginal Peoples Survey (2017), involving 10,030 First Nations individuals living off reserve, were analyzed. Results Self-reported mental and physical health scores were significantly lower among those had attended residential schools, whose parents attended residential schools, and whose grandparents attended residential schools, when compared to those who did not. Further, family RSA was associated with increased substance use among participants, though the findings were variable based on sex and specific substance analyzed. Meanwhile, individual and family RSA was not associated with increased likelihood of a mental health diagnosis. Discussion These findings provide additional support for how both parental and two-generation family histories of RSA are associated with individual physical and mental health outcomes. Further, these findings articulate the need for the TRCC's Calls to Action to be actually implemented, including community-based approaches that harness the strength of Indigenous people and communities who aim to close the gap in these health disparities for their children and families.",2023-01-20,2023-04-11 17:07:23,2023-04-11 17:07:23,2023-04-11 17:07:23,1029139,,,10,,Front Public Health,Intergenerational residential school attendance and increased substance use among First Nation adults living off-reserve,,,,,,,,,,,,PubMed Central,,PMID: 36743177 PMCID: PMC9895934,,C:\Users\Grant\Zotero\storage\APMYCQUW\Toombs et al. - 2023 - Intergenerational residential school attendance an.pdf; ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9895934/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJBUYKSZ,journalArticle,2022,"Dunn, James R.; Park, Gum-Ryeong; Brydon, Robbie; Wolfson, Michael; Veall, Michael; Rolheiser, Lyndsey; Siddiqi, Arjumand; Ross, Nancy A.",Income inequality and population health: a political-economic research agenda,J Epidemiol Community Health,,"0143-005X, 1470-2738",10.1136/jech-2022-219252,https://jech.bmj.com/content/76/8/756,"There is more than 30 years of research on relationships between income inequality and population health. In this article, we propose a research agenda with five recommendations for future research to refine existing knowledge and examine new questions. First, we recommend that future research prioritise analyses with broader time horizons, exploring multiple temporal aspects of the relationship. Second, we recommend expanding research on the effect of public expenditures on the inequality–health relationship. Third, we introduce a new area of inquiry focused on interactions between social mobility, income inequality and population health. Fourth, we argue the need to examine new perspectives on 21st century capitalism, specifically the population health impacts of inequality in income from capital (especially housing), in contrast to inequality in income from labour. Finally, we propose that this research broaden beyond all-cause mortality, to cause-specific mortality, avoidable mortality and subcategories thereof. We believe that such a research agenda is important for policy to respond to the changes following the COVID-19 pandemic.",2022-08-01,2023-04-11 17:06:39,2023-04-11 17:06:39,2023-04-11 17:06:39,756-758,,8,76,,J Epidemiol Community Health,Income inequality and population health,,,,,,,en,© Author(s) (or their employer(s)) 2022. No commercial re-use. See rights and permissions. Published by BMJ.,,,,jech.bmj.com,,Publisher: BMJ Publishing Group Ltd Section: Research agenda PMID: 35676074,,C:\Users\Grant\Zotero\storage\RYENKAKJ\Dunn et al. - 2022 - Income inequality and population health a politic.pdf; ,http://www.ncbi.nlm.nih.gov/pubmed/35676074,,income from capital; Income inequality; inequality of opportunity; public expenditure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYIVX26S,journalArticle,2022,"Dean, Jason; Steele, Marion","Income decline, financial insecurity, landlord screening and renter mobility",Regional Science and Urban Economics,,0166-0462,10.1016/j.regsciurbeco.2022.103797,https://www.sciencedirect.com/science/article/pii/S0166046222000370,"Renters move frequently despite their low income elasticity of rent and high transactions cost. In this paper we test the hypothesis that negative economic shocks and financial insecurity are at the root of the mobility of continuing renters. Studies of homeowners with negative equity and in financial trouble help to guide our analysis. We define a negative economic shock as a decline in income, and financial insecurity as low liquid assets relative to rent, and low income. We address landlord screening – its existence has been well documented in recent literature. This indicates that, contrary to the standard theory, the household and the landlord jointly make the move-in decision and either may instigate a move out. We test our hypotheses using the Survey of Labour and Income Dynamics (SLID) for the years 1994–2011, creating a data set of major income earners and their households in two adjacent years. We select only continuing renters who do not move for job reasons. Using a random effects logit model which passes a Hausman test, we find that a negative income shock and financial insecurity have significant effects on mobility in specifications controlling for transaction costs, demographic characteristics, and landlord screening.",2022-07-01,2023-04-11 17:05:36,2023-04-11 17:05:36,,103797,,,95,,Regional Science and Urban Economics,,,,,,,,,,,,,,,,,,,,Financial insecurity; Landlord screening; Negative income shock; Renter mobility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3VI9HWDH,journalArticle,2023,"Zhang, Mengmeng; Ma, Jinhui; Xie, Feng; Thabane, Lehana",Identifying factors associated with high use of acute care in Canada: a population-based retrospective study,The European Journal of Health Economics,,1618-7601,10.1007/s10198-022-01558-3,https://doi.org/10.1007/s10198-022-01558-3,"To determine demographic, socioeconomic, and clinical factors associated with being high-cost users (HCUs) in adult patients (≥ 18 years) who received acute care in Canada.",2023-01-03,2023-04-11 17:03:20,2023-04-11 17:03:20,2023-04-11 17:03:20,,,,,,Eur J Health Econ,Identifying factors associated with high use of acute care in Canada,,,,,,,en,,,,,Springer Link,,,,C:\Users\Grant\Zotero\storage\F69ACS3N\Zhang et al. - 2023 - Identifying factors associated with high use of ac.pdf,,,I18; Acute care; Cost; Health economics; Health policy; High-cost users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T9CPGT5G,journalArticle,2022,"Park, Gum-Ryeong; Grignon, Michel; Young, Marisa; Dunn, James R.",How do housing asset and income relate to mortality? A population-based cohort study of 881220 older adults in Canada,Social Science & Medicine,,0277-9536,10.1016/j.socscimed.2022.115429,https://www.sciencedirect.com/science/article/pii/S0277953622007353,"Objective A growing body of research has documented a well-established link between socioeconomic conditions and mortality among older adults. This study aims to understand (a) whether housing assets and income are associated with mortality and (b) if the value of housing assets affects the relationship between income and mortality; both questions are studied among older adults aged 65 or over in Canada. Methods Using the population-based linked dataset (2011 Canadian Census Health and Environment Cohorts) of 881,220 older adults over six years of follow-up (2011–2017), this study uses survival analysis to estimate the link between housing assets, income level and mortality. We also assess the potential moderating effect of housing asset levels on the association between income and mortality by categorizing individuals along two dimensions: whether they are income-poor and whether they are housing assets-poor. Results The mortality rate was higher among both the lowest asset (HR = 1.346) and the lowest income group (HR = 1.203). The association is pronounced for older adults aged 65 to 74. Assets did not significantly moderate the link between income and mortality. Income-related inequalities in mortality are observed among each group of housing asset level. Compared to those who are neither income-poor nor housing assets-poor, individuals who were income poor but not housing assets-poor were more likely to die (HR = 1.067) over seven years of follow-up, and people who were housing assets-poor only were more likely to die (HR = 1.210). Being housing-assets poor and income-poor yielded a higher hazard ratio (HR = 1.291). Conclusions Housing assets and income are associated with mortality of older adults. It is important to identify people who are assets poor and/or income poor who are at higher risks of mortality. Social policies aimed at reducing income insecurity and housing insecurity can reduce mortality inequalities.",2022-12-01,2023-04-11 17:02:45,2023-04-11 17:02:45,,115429,,,314,,Social Science & Medicine,,,,,,,,,,,,,,,,,,,,Canada; Socioeconomic inequality; Mortality; Housing asset poverty; Income poverty; Older adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GQPDDGHZ,journalArticle,2023,"Molina, Mariana; Humphries, Brittany; Guertin, Jason R.; Feeny, David; Tarride, Jean-Eric",Health Utilities Index Mark 3 scores for children and youth: Population norms for Canada based on cycles 5 (2016 and 2017) and 6 (2018 and 2019) of the Canadian Health Measures Survey,Health Reports,,8406529,10.25318/82-003-X202300200003-eng,https://www.proquest.com/docview/2777988668/abstract/1DEB6F2AA8044CB2PQ/1,"Keywords Utility scores; Canadian Health Measures Survey; Health Utilities Index Mark 3 (HUI3); children and youth Health-related quality of life (HRQoL) is considered to be an important endpoint in the evaluation of health status and health care interventions-there is a need to understand changes not only in the quantity of life but also in the HRQoL (e.g., an intervention for pain management may have no impact on mortality). In CUAs, outcomes are expressed in terms of incremental cost per quality-adjusted life years (QALYs) gained.4-6 The basic concept of a QALY combines an individual's length and quality of life into a single metric.7 Having normative data on utility scores at the population level is critical to facilitate the interpretation of clinical data and inform resource allocation decisions.8 Normative utility data are required to determine whether an individual or a group has a higher or lower utility than the average for their country, a specific age group or sex.9 Researchers can use population norms to compare the results obtained from their clinical study sample with population-level data for the purpose of interpreting outcomes, profiling (e.g., comparing outcomes among subgroups) or tracking population trends over time. Data collection comprises personal interviews using a computer-assisted interviewing method at the participant's home to collect information on household and individual characteristics (e.g., sociodemographic and economic variables, lifestyle habits, chronic conditions, self-rated health, and HRQoL data). The HUB has been used in hundreds of studies across many health care settings to document HRQoL.24 The HUB has been shown to be valid, reliable and responsive among clinical or general populations, including children aged 5 years and older.2526 The HUB combines a preference-based generic health status classification system with a utility scoring system that measures health status and HRQoL.24 It examines eight health attributes (i.e., vision, hearing, speech, ambulation, dexterity, emotion, cognition, and pain or discomfort), with five or six levels per attribute.",2023-02,2023-04-11 17:01:23,2023-04-11 17:01:23,2023-04-11 17:01:23,29-39,,2,34,,,Health Utilities Index Mark 3 scores for children and youth,,,,,,,English,Copyright Statistics Canada Feb 2023,,,,ProQuest,,"Num Pages: 29-39 Place: Ottawa, Canada Publisher: Statistics Canada Section: Health Reports",,C:\Users\Grant\Zotero\storage\HENYGW6E\Molina et al. - 2023 - Health Utilities Index Mark 3 scores for children .pdf,,,Children; Surveys; Adults; Children & youth; Chronic conditions; Chronic illnesses; Cognition; Data collection; Decision making; Health care; Health surveys; Norms; Pain; Population studies; Population Studies; Public Health And Safety; Quality of life; Resource allocation; Sociodemographics; Subgroups; Supervision; Teenagers; Utilities; Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3MKA377H,report,2022,"Government of Canada, Statistics Canada",From adaptability to vulnerability: Changes in admission criteria and refugee participation in social assistance,,,,,https://www150.statcan.gc.ca/n1/pub/36-28-0001/2022003/article/00002-eng.htm,"The 2002 Immigration Refugee Protection Act (IRPA) replaced the Immigration Act, 1976 as the primary legislation guiding immigration in Canada. This article summarizes results from a recent study that compared the long-term use of social assistance among resettled refugees arriving under pre-IRPA guidelines (1997 to 2001), during the transition period (2002 to 2004), and post-IRPA (2005 to 2009). The authors used the Longitudinal immigration database (IMDB) to determine whether resettled refugees arriving after the introduction of IRPA were more likely to rely on social assistance than earlier cohorts.",2022-03-23,2023-04-05 19:51:24,2023-04-11 13:09:40,2023-04-05 19:51:24,,,,,,,From adaptability to vulnerability,,,,,,,eng,,,,,,,Last Modified: 2022-03-23,,C:\Users\Grant\Zotero\storage\D98PH3N9\00002-eng.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DY9WNYRI,bookSection,2022,"Fonseca, Raquel; Fontaine, Marie Mélanie; Haeck, Catherine",Les rendements des compétences sur le marché du travail au Québec : le rôle de la numératie.,Le Québec économique 10: Compétences et transformation du marché du travail,978-2-89609-013-6,,,https://www.cirano.qc.ca/fr/sommaires/2022CH-11,"Ce chapitre vise à estimer la relation entre les compétences en numératie et la rémunération des travailleurs québécois. Pour ce faire, nous utilisons les microdonnées confidentielles du Programme pour l’évaluation internationale des compétences des adultes (PEICA) et celles de l’Enquête longitudinale et internationale des adultes (ELIA). Nous dressons d’abord un portrait socioéconomique des individus selon leur niveau de compétences, puis nous mesurons les rendements salariaux des compétences selon l’âge, le sexe, le pays de naissance, le niveau d’éducation des parents, le secteur d’activité et le type de travailleurs. Nos résultats suggèrent qu’une augmentation d’un écart-type des compétences en numératie est associée à une augmentation moyenne de 20 % du salaire. Les rendements des compétences de la numératie sont très importants pour les deux sexes, mais les femmes ont en moyenne des compétences plus faibles.",2022,2023-04-06 13:58:37,2023-04-06 14:31:57,2023-04-06 13:58:37,,,,,,,Les rendements des compétences sur le marché du travail au Québec,,,,,Centre interuniversitaire de recherche en analyse des organisations,,fr,,,,,DOI.org (Crossref),,DOI: 10.54932/QULF3394,,C:\Users\Grant\Zotero\storage\SS98HG9K\Fonseca et al. - 2022 - Les rendements des compétences sur le marché du tr.pdf,,,,"Dufour, Geneviève",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA7YM6HG,bookSection,2022,"Doray, Pierre; Kamanzi, Pierre-Canisius",Massification et démocratisation de l’enseignement supérieur au Canada : quelle convergence,Les diplômés universitaires: Perspectives socioéconomiques,978-2-7637-5586-1,,,https://www.jstor.org/stable/j.ctv2j6xfp6,"Les diplômés universitaires constituent une main-d’œuvre hautement qualifiée qui est à la source d’emplois de qualité et au cœur de la création de nouvelles connaissances et de l’innovation économique. Toutefois, on observe que la formation universitaire, dont l’accessibilité comporte toujours des limites selon l’origine sociale, se traduit de plus en plus par des difficultés d’insertion sur le marché du travail. Ce livre soulève des questions de fond, souvent esquivées, quant à cette importante catégorie de main-d’œuvre : quelles sont les formes actuelles d’inégalité d’accès aux diplômes universitaires? Quelle est la rentabilité des études? Quelles sont les formes de discrimination à l’embauche dont sont victimes les diplômés universitaires issus de l’immigration? Sommes-nous en présence d’un phénomène de surqualification persistante illustré par une capacité déficiente d’absorption des diplômés universitaires par le système productif? Les spécialistes du domaine présentent dans ce livre leurs analyses qui permettent d’éclairer certaines idées reçues et de fournir une base d’information scientifique pour le débat et l’action publique.Ont contribué au présent ouvrage : Marcelline Bangali, Sylvain Bourdon, Brahim Boudarbat, Louis Cornelissen, Pierre Doray, Audrey-Anne Grégoire, Pierre-Canisius Kamanzi, Marie-Pierre Lapointe-Garant, Mathieu Lizotte, Brigitte Milord, Claude Montmarquette†, Stéphane Moulin, François Vaillancourt, Mircea Vultur.",2022,2023-04-06 13:55:34,2023-04-06 14:31:43,2023-04-06 13:55:34,13-40,,,,,,,,,,,Les Presses de l’Université Laval,Laval,fr,,,,,JSTOR,,DOI: 10.2307/j.ctv2j6xfp6,,,,,,,"Vultur, Mircea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPKWKZBY,report,2022,"Cloutier-Villeneuve, Luc",L’aptitude au travail au Québec chez les personnes inactives et ayant des incapacités en 2017,,,,,https://statistique.quebec.ca/fr/document/aptitude-travail-quebec-personnes-inactives-incapacites-2017,L’Institut vise à être la principale source d’information statistique objective et fiable concernant le Québec.,2022,2023-04-06 14:14:31,2023-06-20 20:20:19,2023-04-06 14:14:31,,,,,,,,,,,Marché du travail et rémunération,Institut de la statistique du Québec,,fr,,,,,,,,,C:\Users\Grant\Zotero\storage\NM4999YM\aptitude-travail-quebec-personnes-inactives-incapacites-2017.html,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
APZE4JAI,report,2022,"Cloutier-Villeneuve, Luc",Participation des travailleurs plus âgés au marché du travail et intentions à l'égard de l'âge de la retraite au Québec,,,,,https://statistique.quebec.ca/fr/document/participation-travailleurs-ages-marche-travail-intentions-egard-age-retraite,"Le présent article comporte deux parties. La première porte sur la participation au marché du travail au Québec des personnes âgées de 55 à 69 ans, alors que la deuxième a trait aux intentions à l’égard de la retraite des personnes âgées de 45 ans et plus. L’étude a pour objectifs d’avoir un regard évolutif sur la participation des travailleuses et des travailleurs plus agés au marché du travail québécois et d’analyser les facteurs qui influencent la décision de prendre une retraite complète. L’Enquête sur la population active et l’Enquête longitudinale et internationale des adultes (vague 4, 2018) sont utilisées comme sources de données.",2022,2023-04-06 14:11:20,2023-06-20 20:19:57,,,,,,,,,,,,Marché du travail et rémunération,Institut de la statistique du Québec,,fr,,,,,Zotero,,,,C:\Users\Grant\Zotero\storage\RPHZVD27\Cloutier-Villeneuve - Participation des travailleurs plus âgés au marché.pdf,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
6Q5WS869,report,2022,"St-Denis, Xavier; Renée, Laëtitia",The Relative Role of Parental Income and Parental Education in Child Educational Achievement and Socioeconomic Status Attainment: A Decomposition Approach,,,,,http://hdl.handle.net/1807/123980,"In this paper, we provide evidence on the relative importance of two family background variables for the educational attainment and income level achieved by Canadians: parental education and parental income. We find that parental education is more strongly related to a child’s educational attainment than parental income, although parental income also plays a significant role both statistically and substantively. These findings call into question less nuanced interpretations of some existing studies, which often appear to discount the role of parental income and financial obstacles to postsecondary education participation. At the same time, this study is consistent with existing evidence of the independent role of parental education in child educational attainment, hinting at important non-financial obstacles to educational attainment. Our insights are based on observational data and provide relevant insights for further causal research as well as discussions of new policy interventions.",2022-07-13,2023-04-06 14:09:40,2023-04-06 14:10:17,2023-04-06 14:09:40,,,,,,,The Relative Role of Parental Income and Parental Education in Child Educational Achievement and Socioeconomic Status Attainment,,,,,Future Skills Research Lab,,en_ca,http://creativecommons.org/licenses/by-nc-nd/4.0/,,,,tspace.library.utoronto.ca,,Accepted: 2022-08-02T13:14:51Z,,C:\Users\Grant\Zotero\storage\AYZ5KTQK\St-Denis and Renée - 2022 - The Relative Role of Parental Income and Parental .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6KH9SRYC,report,2022,"Vultur, Mircea; Imoussaine, Mohamed",La dynamique de la diplomation et de la surqualification au Québec et l’évolution différenciée des revenus des travailleurs surqualifiés et non-surqualifiés entre 2001 et 2016,,,,,https://espace.inrs.ca/id/eprint/12739/,"Ce rapport présente et analyse 1) l’évolution de la diplomation au Québec entre  2001 et 2016 pour la population des adultes de 25 à 64 ans et pour celle des  jeunes des 25 à 34; il met en perspective la situation des groupes d’âges  mentionnés, en fonction du niveau de scolarité et en examinant la situation  particulière des femmes et des immigrants; 2) la dynamique de la surqualification  des diplômés universitaires pour la même période, selon les variables niveau et  domaine d’études et 3) l’évolution du revenu médian des travailleurs québécois, en  procédant à une comparaison entre les surqualifiés et les non-surqualifiés.",2022-07,2023-04-06 14:07:27,2023-04-06 14:07:42,2023-04-06 14:07:27,,,,,,,,,,,,INRS - Urbanisation Culture Société,Québec,fr,,,,,espace.inrs.ca,,,,C:\Users\Grant\Zotero\storage\WD4W9SCX\Vultur and Imoussaine - 2022 - La dynamique de la diplomation et de la surqualifi.pdf; C:\Users\Grant\Zotero\storage\82G2CNJH\12739.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
